Year,Vehicle_ID,Route_Type,Weather,Distance_Travelled_km,Vehicle_Age_km,Efficiency_kWh_per_km,Energy_Consumption_kWh,Charging_Cost_USD,Maintenance_Cost_USD,Operational_Cost_USD
2021-05-09,EV016,rural,mild,867.73,149330.98000000007,0.2799,242.85,60.71,0,60.71
2021-05-16,EV016,urban,mild,203.93,149534.91000000006,0.2799,57.08,14.27,0,14.27
2021-05-23,EV016,rural,mild,1036.66,150571.57000000007,0.2801,290.38,72.59,700,772.59
2021-05-30,EV016,rural,mild,1034.68,151606.25000000006,0.2803,290.04,87.01,0,87.01
2021-06-06,EV016,urban,hot,661.66,152267.91000000006,0.2805,204.12,61.24,0,61.24
2021-06-13,EV016,rural,hot,581.68,152849.59000000005,0.2806,179.52,21.54,0,21.54
2021-06-20,EV016,highway,hot,1176.13,154025.72000000006,0.2808,363.29,90.82,0,90.82
2021-06-27,EV016,highway,hot,1086.9,155112.62000000005,0.281,335.99,100.8,0,100.8
2021-07-04,EV016,rural,hot,658.58,155771.20000000004,0.2812,203.68,24.44,0,24.44
2021-07-11,EV016,highway,hot,1943.51,157714.71000000005,0.2815,601.9,72.23,0,72.23
2021-07-18,EV016,rural,hot,1159.93,158874.64000000004,0.2818,359.52,107.86,0,107.86
2021-07-25,EV016,rural,hot,709.77,159584.41000000003,0.2819,220.11,26.41,0,26.41
2021-08-01,EV016,highway,hot,1351.0,160935.41000000003,0.2822,419.36,125.81,0,125.81
2021-08-08,EV016,rural,hot,951.14,161886.55000000005,0.2824,295.44,73.86,0,73.86
2021-08-15,EV016,highway,hot,993.13,162879.68000000005,0.2826,308.7,37.04,0,37.04
2021-08-22,EV016,rural,hot,627.49,163507.17000000004,0.2827,195.13,58.54,0,58.54
2021-08-29,EV016,rural,hot,671.73,164178.90000000005,0.2828,208.99,62.7,0,62.7
2021-09-05,EV016,urban,mild,559.05,164737.95000000004,0.2829,158.18,47.45,0,47.45
2021-09-12,EV016,urban,mild,412.12,165150.07000000004,0.283,116.64,14.0,0,14.0
2021-09-19,EV016,rural,mild,998.27,166148.34000000003,0.2832,282.74,70.69,0,70.69
2021-09-26,EV016,urban,mild,447.55,166595.89,0.2833,126.8,31.7,0,31.7
2021-10-03,EV016,rural,mild,882.93,167478.82,0.2835,250.31,75.09,0,75.09
2021-10-10,EV016,rural,mild,777.23,168256.05000000002,0.2837,220.46,26.46,0,26.46
2021-10-17,EV016,highway,mild,1404.39,169660.44000000003,0.2839,398.75,119.62,0,119.62
2021-10-24,EV016,highway,mild,1673.08,171333.52000000002,0.2843,475.6,142.68,0,142.68
2021-10-31,EV016,rural,mild,868.71,172202.23,0.2844,247.1,61.77,0,61.77
2021-11-07,EV016,rural,mild,978.28,173180.51,0.2846,278.45,83.53,0,83.53
2021-11-14,EV016,highway,mild,1441.0,174621.51,0.2849,410.58,49.27,0,49.27
2021-11-21,EV016,urban,mild,306.48,174927.99000000002,0.285,87.34,26.2,0,26.2
2021-11-28,EV016,urban,mild,694.41,175622.40000000002,0.2851,197.99,49.5,0,49.5
2021-12-05,EV016,urban,cold,549.81,176172.21000000002,0.2852,180.35,21.64,0,21.64
2021-12-12,EV016,urban,cold,488.51,176660.72000000003,0.2853,160.3,40.08,0,40.08
2021-12-19,EV016,rural,cold,837.9,177498.62000000002,0.2855,275.1,82.53,0,82.53
2021-12-26,EV016,urban,cold,642.99,178141.61000000002,0.2856,211.2,52.8,0,52.8
2022-01-02,EV016,rural,cold,511.22,178652.83000000002,0.2857,167.98,41.99,0,41.99
2022-01-09,EV016,urban,cold,655.9,179308.73,0.2859,215.62,53.91,0,53.91
2022-01-16,EV016,highway,cold,1061.29,180370.02000000002,0.2861,349.15,104.74,200,304.74
2022-01-23,EV016,highway,cold,800.44,181170.46000000002,0.2862,263.48,31.62,0,31.62
2022-01-30,EV016,rural,cold,531.54,181702.00000000003,0.2863,175.03,21.0,0,21.0
2022-02-06,EV016,rural,cold,1022.65,182724.65000000002,0.2865,336.99,40.44,0,40.44
2022-02-13,EV016,highway,cold,921.84,183646.49000000002,0.2867,303.97,75.99,0,75.99
2022-02-20,EV016,highway,cold,1191.41,184837.90000000002,0.287,393.18,47.18,0,47.18
2022-02-27,EV016,highway,cold,1222.51,186060.41000000003,0.2872,403.79,48.45,0,48.45
2022-03-06,EV016,highway,mild,850.82,186911.23000000004,0.2874,244.51,73.35,0,73.35
2022-03-13,EV016,highway,mild,893.07,187804.30000000005,0.2876,256.81,30.82,0,30.82
2022-03-20,EV016,highway,mild,980.2,188784.50000000006,0.2878,282.06,33.85,0,33.85
2022-03-27,EV016,highway,mild,1651.56,190436.06000000006,0.2881,475.79,57.09,0,57.09
2022-04-03,EV016,rural,mild,900.99,191337.05000000005,0.2883,259.73,77.92,0,77.92
2022-04-10,EV016,highway,mild,1587.94,192924.99000000005,0.2886,458.26,137.48,0,137.48
2022-04-17,EV016,rural,mild,875.06,193800.05000000005,0.2888,252.68,30.32,0,30.32
2022-04-24,EV016,rural,mild,1169.0,194969.05000000005,0.289,337.83,40.54,0,40.54
2022-05-01,EV016,urban,mild,535.96,195505.01000000004,0.2891,154.95,46.48,0,46.48
2022-05-08,EV016,rural,mild,996.72,196501.73000000004,0.2893,288.35,72.09,0,72.09
2022-05-15,EV016,rural,mild,585.42,197087.15000000005,0.2894,169.43,42.36,0,42.36
2022-05-22,EV016,rural,mild,724.63,197811.78000000006,0.2896,209.83,25.18,0,25.18
2022-05-29,EV016,rural,mild,549.82,198361.60000000006,0.2897,159.27,47.78,0,47.78
2022-06-05,EV016,rural,hot,717.36,199078.96000000005,0.2898,228.69,27.44,0,27.44
2022-06-12,EV016,rural,hot,718.53,199797.49000000005,0.29,229.18,27.5,0,27.5
2022-06-19,EV016,highway,hot,1162.09,200959.58000000005,0.2902,370.95,44.51,2500,2544.51
2022-06-26,EV016,rural,hot,1156.69,202116.27000000005,0.2904,369.52,110.86,0,110.86
2022-07-03,EV016,rural,hot,519.89,202636.16000000006,0.2905,166.15,19.94,0,19.94
2022-07-10,EV016,urban,hot,214.68,202850.84000000005,0.2906,68.62,8.23,0,8.23
2022-07-17,EV016,highway,hot,1425.11,204275.95000000004,0.2909,455.95,113.99,0,113.99
2022-07-24,EV016,highway,hot,1871.1,206147.05000000005,0.2912,599.41,179.82,0,179.82
2022-07-31,EV016,rural,hot,937.47,207084.52000000005,0.2914,300.51,75.13,0,75.13
2022-08-07,EV016,urban,hot,242.86,207327.38000000003,0.2915,77.86,23.36,0,23.36
2022-08-14,EV016,urban,hot,626.43,207953.81000000003,0.2916,200.93,60.28,0,60.28
2022-08-21,EV016,highway,hot,1435.05,209388.86000000002,0.2919,460.75,55.29,0,55.29
2022-08-28,EV016,rural,hot,885.17,210274.03000000003,0.2921,284.37,34.12,200,234.12
2022-09-04,EV016,highway,mild,1951.88,212225.91000000003,0.2924,570.82,68.5,0,68.5
2022-09-11,EV016,highway,mild,1419.25,213645.16000000003,0.2927,415.46,103.86,0,103.86
2022-09-18,EV016,rural,mild,1037.16,214682.32000000004,0.2929,303.82,91.15,0,91.15
2022-09-25,EV016,urban,mild,392.96,215075.28000000003,0.293,115.14,28.79,0,28.79
2022-10-02,EV016,rural,mild,1112.15,216187.43000000002,0.2932,326.12,39.13,0,39.13
2022-10-09,EV016,highway,mild,1008.29,217195.72000000003,0.2934,295.87,88.76,0,88.76
2022-10-16,EV016,urban,mild,486.01,217681.73000000004,0.2935,142.66,42.8,0,42.8
2022-10-23,EV016,urban,mild,385.98,218067.71000000005,0.2936,113.33,34.0,0,34.0
2022-10-30,EV016,urban,mild,333.86,218401.57000000004,0.2937,98.05,11.77,0,11.77
2022-11-06,EV016,urban,mild,585.94,218987.51000000004,0.2938,172.15,43.04,0,43.04
2022-11-13,EV016,rural,mild,944.72,219932.23000000004,0.294,277.73,33.33,0,33.33
2022-11-20,EV016,rural,mild,719.95,220652.18000000005,0.2941,211.76,52.94,0,52.94
2022-11-27,EV016,highway,mild,1053.0,221705.18000000005,0.2943,309.94,37.19,0,37.19
2022-12-04,EV016,urban,cold,388.03,222093.21000000005,0.2944,131.38,32.84,0,32.84
2022-12-11,EV016,rural,cold,696.5,222789.71000000005,0.2946,235.93,28.31,0,28.31
2022-12-18,EV016,highway,cold,871.89,223661.60000000006,0.2947,295.52,35.46,0,35.46
2022-12-25,EV016,rural,cold,851.72,224513.32000000007,0.2949,288.85,86.66,0,86.66
2023-01-01,EV016,urban,cold,336.51,224849.83000000007,0.295,114.15,34.24,0,34.24
2023-01-08,EV016,urban,cold,475.65,225325.48000000007,0.2951,161.4,40.35,0,40.35
2023-01-15,EV016,highway,cold,1182.65,226508.13000000006,0.2953,401.62,120.49,0,120.49
2023-01-22,EV016,rural,cold,593.83,227101.96000000005,0.2954,201.74,60.52,0,60.52
2023-01-29,EV016,urban,cold,376.37,227478.33000000005,0.2955,127.9,31.98,0,31.98
2023-02-05,EV016,highway,cold,1271.35,228749.68000000005,0.2957,432.4,108.1,0,108.1
2023-02-12,EV016,highway,cold,1731.4,230481.08000000005,0.2961,589.56,176.87,0,176.87
2023-02-19,EV016,urban,cold,678.99,231160.07000000004,0.2962,231.31,57.83,0,57.83
2023-02-26,EV016,urban,cold,669.72,231829.79000000004,0.2964,228.25,27.39,0,27.39
2023-03-05,EV016,rural,mild,630.74,232460.53000000003,0.2965,187.01,22.44,0,22.44
2023-03-12,EV016,urban,mild,411.94,232872.47000000003,0.2966,122.17,14.66,0,14.66
2023-03-19,EV016,urban,mild,272.27,233144.74000000002,0.2966,80.76,20.19,0,20.19
2023-03-26,EV016,urban,mild,231.22,233375.96000000002,0.2967,68.6,8.23,0,8.23
2023-04-02,EV016,highway,mild,1635.64,235011.60000000003,0.297,485.79,121.45,0,121.45
2023-04-09,EV016,urban,mild,429.75,235441.35000000003,0.2971,127.67,31.92,0,31.92
2023-04-16,EV016,rural,mild,885.77,236327.12000000002,0.2973,263.31,65.83,0,65.83
2023-04-23,EV016,rural,mild,1182.02,237509.14,0.2975,351.65,87.91,0,87.91
2023-04-30,EV016,highway,mild,1279.83,238788.97,0.2978,381.08,95.27,0,95.27
2023-05-07,EV016,rural,mild,693.77,239482.74,0.2979,206.67,24.8,0,24.8
2023-05-14,EV016,urban,mild,315.22,239797.96,0.298,93.92,28.18,0,28.18
2023-05-21,EV016,urban,mild,450.49,240248.44999999998,0.298,134.27,40.28,200,240.28
2023-05-28,EV016,urban,mild,607.29,240855.74,0.2982,181.08,21.73,200,221.73
2023-06-04,EV016,highway,hot,915.18,241770.91999999998,0.2984,300.35,75.09,0,75.09
2023-06-11,EV016,rural,hot,871.29,242642.21,0.2985,286.12,71.53,0,71.53
2023-06-18,EV016,urban,hot,354.37,242996.58,0.2986,116.4,34.92,0,34.92
2023-06-25,EV016,highway,hot,1534.93,244531.50999999998,0.2989,504.68,151.4,0,151.4
2023-07-02,EV016,highway,hot,1713.67,246245.18,0.2992,564.1,67.69,0,67.69
2023-07-09,EV016,rural,hot,1008.18,247253.36,0.2995,332.09,39.85,0,39.85
2023-07-16,EV016,urban,hot,691.16,247944.52,0.2996,227.77,27.33,0,27.33
2023-07-23,EV016,rural,hot,855.44,248799.96,0.2998,282.07,70.52,0,70.52
2023-07-30,EV016,rural,hot,841.97,249641.93,0.2999,277.78,83.33,0,83.33
2023-08-06,EV016,highway,hot,1993.91,251635.84,0.3003,658.71,79.05,0,79.05
2023-08-13,EV016,highway,hot,1178.01,252813.85,0.3006,389.47,97.37,0,97.37
2023-08-20,EV016,urban,hot,290.26,253104.11000000002,0.3006,95.98,28.79,0,28.79
2023-08-27,EV016,highway,hot,820.37,253924.48,0.3008,271.43,81.43,0,81.43
2023-09-03,EV016,rural,mild,982.69,254907.17,0.301,295.77,35.49,0,35.49
2023-09-10,EV016,highway,mild,880.64,255787.81000000003,0.3012,265.21,66.3,0,66.3
2023-09-17,EV016,highway,mild,1800.42,257588.23000000004,0.3015,542.86,135.72,0,135.72
2023-09-24,EV016,urban,mild,602.06,258190.29000000004,0.3016,181.6,45.4,0,45.4
2023-10-01,EV016,rural,mild,682.76,258873.05000000005,0.3018,206.04,24.72,0,24.72
2023-10-08,EV016,highway,mild,1744.85,260617.90000000005,0.3021,527.16,131.79,0,131.79
2023-10-15,EV016,rural,mild,695.75,261313.65000000005,0.3023,210.3,25.24,0,25.24
2023-10-22,EV016,highway,mild,1376.55,262690.20000000007,0.3025,416.46,49.98,0,49.98
2023-10-29,EV016,highway,mild,1292.42,263982.62000000005,0.3028,391.34,97.83,0,97.83
2023-11-05,EV016,highway,mild,1865.49,265848.11000000004,0.3032,565.56,169.67,0,169.67
2023-11-12,EV016,highway,mild,1705.1,267553.21,0.3035,517.52,62.1,0,62.1
2023-11-19,EV016,urban,mild,392.24,267945.45,0.3036,119.08,35.72,0,35.72
2023-11-26,EV016,highway,mild,1168.1,269113.55,0.3038,354.9,88.72,0,88.72
2023-12-03,EV016,urban,cold,673.62,269787.17,0.304,235.46,28.26,0,28.26
2023-12-10,EV016,urban,cold,284.03,270071.2,0.304,99.3,11.92,200,211.92
2023-12-17,EV016,highway,cold,1437.87,271509.07,0.3043,503.18,125.8,0,125.8
2023-12-24,EV016,urban,cold,413.71,271922.78,0.3044,144.82,17.38,0,17.38
2023-12-31,EV016,rural,cold,1122.3,273045.08,0.3046,393.14,117.94,0,117.94
2018-01-07,EV017,urban,cold,328.13,328.13,0.2501,94.36,11.32,2700,2711.32
2018-01-14,EV017,rural,cold,906.59,1234.72,0.2502,260.9,65.22,0,65.22
2018-01-21,EV017,rural,cold,687.53,1922.25,0.2504,197.97,23.76,0,23.76
2018-01-28,EV017,urban,cold,410.67,2332.92,0.2505,118.29,35.49,0,35.49
2018-02-04,EV017,highway,cold,1718.02,4050.94,0.2508,495.53,59.46,0,59.46
2018-02-11,EV017,highway,cold,1087.26,5138.2,0.251,313.87,37.66,0,37.66
2018-02-18,EV017,highway,cold,1433.74,6571.94,0.2513,414.37,124.31,0,124.31
2018-02-25,EV017,urban,cold,482.17,7054.11,0.2514,139.41,34.85,0,34.85
2018-03-04,EV017,highway,mild,1056.98,8111.09,0.2516,265.96,79.79,0,79.79
2018-03-11,EV017,rural,mild,672.89,8783.98,0.2518,169.4,50.82,0,50.82
2018-03-18,EV017,urban,mild,571.93,9355.91,0.2519,144.05,43.22,0,43.22
2018-03-25,EV017,highway,mild,1009.02,10364.93,0.2521,254.35,63.59,0,63.59
2018-04-01,EV017,highway,mild,1688.19,12053.12,0.2524,426.12,51.13,0,51.13
2018-04-08,EV017,rural,mild,766.66,12819.78,0.2526,193.63,23.24,0,23.24
2018-04-15,EV017,urban,mild,659.83,13479.61,0.2527,166.74,50.02,0,50.02
2018-04-22,EV017,highway,mild,1541.69,15021.300000000001,0.253,390.05,117.02,0,117.02
2018-04-29,EV017,highway,mild,955.18,15976.480000000001,0.2532,241.85,60.46,0,60.46
2018-05-06,EV017,rural,mild,957.36,16933.84,0.2534,242.58,72.77,0,72.77
2018-05-13,EV017,highway,mild,1174.15,18107.99,0.2536,297.79,35.73,0,35.73
2018-05-20,EV017,highway,mild,1966.03,20074.02,0.254,499.4,59.93,0,59.93
2018-05-27,EV017,urban,mild,408.19,20482.21,0.2541,103.72,31.12,0,31.12
2018-06-03,EV017,highway,hot,1691.63,22173.84,0.2544,473.45,142.03,0,142.03
2018-06-10,EV017,highway,hot,1953.93,24127.77,0.2548,547.7,65.72,0,65.72
2018-06-17,EV017,rural,hot,1157.9,25285.670000000002,0.2551,324.86,97.46,0,97.46
2018-06-24,EV017,rural,hot,579.89,25865.56,0.2552,162.77,48.83,0,48.83
2018-07-01,EV017,highway,hot,1366.28,27231.84,0.2554,383.91,46.07,0,46.07
2018-07-08,EV017,urban,hot,268.66,27500.5,0.2555,75.51,9.06,0,9.06
2018-07-15,EV017,highway,hot,1734.15,29234.65,0.2558,488.04,146.41,0,146.41
2018-07-22,EV017,urban,hot,604.99,29839.640000000003,0.256,170.34,42.59,0,42.59
2018-07-29,EV017,rural,hot,869.63,30709.270000000004,0.2561,245.02,61.26,200,261.26
2018-08-05,EV017,rural,hot,641.68,31350.950000000004,0.2563,180.89,21.71,0,21.71
2018-08-12,EV017,highway,hot,1393.09,32744.040000000005,0.2565,393.14,47.18,0,47.18
2018-08-19,EV017,highway,hot,1835.42,34579.46000000001,0.2569,518.7,155.61,0,155.61
2018-08-26,EV017,highway,hot,1643.91,36223.37000000001,0.2572,465.18,55.82,0,55.82
2018-09-02,EV017,highway,mild,1699.62,37922.99000000001,0.2576,437.8,52.54,0,52.54
2018-09-09,EV017,rural,mild,614.57,38537.56000000001,0.2577,158.38,47.51,0,47.51
2018-09-16,EV017,rural,mild,507.89,39045.45000000001,0.2578,130.94,32.73,0,32.73
2018-09-23,EV017,highway,mild,1769.64,40815.09000000001,0.2582,456.86,54.82,0,54.82
2018-09-30,EV017,urban,mild,450.5,41265.59000000001,0.2583,116.34,29.09,0,29.09
2018-10-07,EV017,rural,mild,713.97,41979.56000000001,0.2584,184.49,55.35,0,55.35
2018-10-14,EV017,rural,mild,861.94,42841.500000000015,0.2586,222.87,66.86,0,66.86
2018-10-21,EV017,rural,mild,563.6,43405.10000000001,0.2587,145.79,43.74,0,43.74
2018-10-28,EV017,rural,mild,1096.38,44501.48000000001,0.2589,283.85,70.96,0,70.96
2018-11-04,EV017,rural,mild,1112.36,45613.84000000001,0.2591,288.24,72.06,0,72.06
2018-11-11,EV017,urban,mild,203.33,45817.17000000001,0.2592,52.7,6.32,0,6.32
2018-11-18,EV017,urban,mild,509.72,46326.890000000014,0.2593,132.15,33.04,0,33.04
2018-11-25,EV017,urban,mild,392.47,46719.360000000015,0.2593,101.78,12.21,0,12.21
2018-12-02,EV017,urban,cold,353.89,47073.250000000015,0.2594,105.57,26.39,0,26.39
2018-12-09,EV017,rural,cold,524.37,47597.62000000002,0.2595,156.5,18.78,0,18.78
2018-12-16,EV017,urban,cold,639.05,48236.67000000002,0.2596,190.82,57.25,0,57.25
2018-12-23,EV017,rural,cold,1004.21,49240.88000000002,0.2598,300.08,75.02,0,75.02
2018-12-30,EV017,highway,cold,1130.56,50371.44000000002,0.2601,338.13,84.53,500,584.53
2019-01-06,EV017,rural,cold,500.84,50872.28000000001,0.2602,149.85,17.98,500,517.98
2019-01-13,EV017,rural,cold,886.65,51758.930000000015,0.2604,265.47,66.37,0,66.37
2019-01-20,EV017,urban,cold,615.07,52374.000000000015,0.2605,184.24,22.11,0,22.11
2019-01-27,EV017,highway,cold,1215.03,53589.03000000001,0.2607,364.3,43.72,0,43.72
2019-02-03,EV017,rural,cold,1193.92,54782.95000000001,0.261,358.3,43.0,0,43.0
2019-02-10,EV017,highway,cold,1434.55,56217.500000000015,0.2612,430.98,107.75,0,107.75
2019-02-17,EV017,highway,cold,1300.44,57517.94000000002,0.2615,391.08,97.77,0,97.77
2019-02-24,EV017,rural,cold,704.54,58222.48000000002,0.2616,211.99,63.6,0,63.6
2019-03-03,EV017,highway,mild,1554.13,59776.610000000015,0.262,407.11,48.85,0,48.85
2019-03-10,EV017,rural,mild,688.75,60465.360000000015,0.2621,180.52,54.16,200,254.16
2019-03-17,EV017,rural,mild,1117.73,61583.09000000002,0.2623,293.2,35.18,0,35.18
2019-03-24,EV017,urban,mild,586.0,62169.09000000002,0.2624,153.79,46.14,0,46.14
2019-03-31,EV017,highway,mild,1452.8,63621.89000000002,0.2627,381.69,45.8,0,45.8
2019-04-07,EV017,urban,mild,236.87,63858.760000000024,0.2628,62.24,15.56,0,15.56
2019-04-14,EV017,rural,mild,1015.81,64874.57000000002,0.263,267.13,80.14,0,80.14
2019-04-21,EV017,urban,mild,642.89,65517.46000000002,0.2631,169.15,42.29,0,42.29
2019-04-28,EV017,rural,mild,724.91,66242.37000000002,0.2632,190.83,47.71,0,47.71
2019-05-05,EV017,highway,mild,1627.27,67869.64000000003,0.2636,428.91,51.47,0,51.47
2019-05-12,EV017,urban,mild,283.65,68153.29000000002,0.2636,74.78,22.43,0,22.43
2019-05-19,EV017,rural,mild,853.96,69007.25000000003,0.2638,225.28,67.58,0,67.58
2019-05-26,EV017,highway,mild,1310.75,70318.00000000003,0.2641,346.12,41.53,0,41.53
2019-06-02,EV017,urban,hot,227.12,70545.12000000002,0.2641,65.98,16.5,0,16.5
2019-06-09,EV017,urban,hot,247.87,70792.99000000002,0.2642,72.02,18.0,0,18.0
2019-06-16,EV017,highway,hot,1920.78,72713.77000000002,0.2645,558.94,67.07,0,67.07
2019-06-23,EV017,highway,hot,1772.66,74486.43000000002,0.2649,516.53,154.96,0,154.96
2019-06-30,EV017,urban,hot,249.81,74736.24000000002,0.2649,72.81,18.2,0,18.2
2019-07-07,EV017,highway,hot,1215.36,75951.60000000002,0.2652,354.53,88.63,0,88.63
2019-07-14,EV017,rural,hot,673.45,76625.05000000002,0.2653,196.55,49.14,0,49.14
2019-07-21,EV017,rural,hot,905.8,77530.85000000002,0.2655,264.55,79.36,0,79.36
2019-07-28,EV017,highway,hot,1163.85,78694.70000000003,0.2657,340.21,102.06,0,102.06
2019-08-04,EV017,highway,hot,1408.3,80103.00000000003,0.266,412.1,103.03,0,103.03
2019-08-11,EV017,highway,hot,964.15,81067.15000000002,0.2662,282.34,70.58,0,70.58
2019-08-18,EV017,urban,hot,373.01,81440.16000000002,0.2663,109.26,32.78,0,32.78
2019-08-25,EV017,urban,hot,562.57,82002.73000000003,0.2664,164.86,49.46,0,49.46
2019-09-01,EV017,rural,mild,520.12,82522.85000000002,0.2665,138.61,41.58,0,41.58
2019-09-08,EV017,highway,mild,1561.55,84084.40000000002,0.2668,416.65,104.16,0,104.16
2019-09-15,EV017,rural,mild,1165.01,85249.41000000002,0.267,311.12,37.33,0,37.33
2019-09-22,EV017,rural,mild,1191.5,86440.91000000002,0.2673,318.47,38.22,0,38.22
2019-09-29,EV017,urban,mild,570.22,87011.13000000002,0.2674,152.48,45.74,0,45.74
2019-10-06,EV017,highway,mild,1097.31,88108.44000000002,0.2676,293.66,88.1,0,88.1
2019-10-13,EV017,urban,mild,313.82,88422.26000000002,0.2677,84.0,10.08,0,10.08
2019-10-20,EV017,rural,mild,1180.22,89602.48000000003,0.2679,316.21,94.86,0,94.86
2019-10-27,EV017,highway,mild,927.72,90530.20000000003,0.2681,248.73,62.18,200,262.18
2019-11-03,EV017,rural,mild,1082.58,91612.78000000003,0.2683,290.48,72.62,0,72.62
2019-11-10,EV017,highway,mild,1720.65,93333.43000000002,0.2687,462.28,138.68,0,138.68
2019-11-17,EV017,rural,mild,1054.58,94388.01000000002,0.2689,283.55,70.89,0,70.89
2019-11-24,EV017,rural,mild,601.87,94989.88000000002,0.269,161.9,48.57,0,48.57
2019-12-01,EV017,urban,cold,648.54,95638.42000000001,0.2691,200.72,60.22,0,60.22
2019-12-08,EV017,rural,cold,687.09,96325.51000000001,0.2693,212.76,25.53,0,25.53
2019-12-15,EV017,urban,cold,531.34,96856.85,0.2694,164.6,41.15,0,41.15
2019-12-22,EV017,rural,cold,1116.6,97973.45000000001,0.2696,346.18,41.54,0,41.54
2019-12-29,EV017,highway,cold,1065.54,99038.99,0.2698,330.61,99.18,0,99.18
2020-01-05,EV017,rural,cold,1028.99,100067.98000000001,0.27,319.52,79.88,2500,2579.88
2020-01-12,EV017,rural,cold,1100.33,101168.31000000001,0.2702,341.95,85.49,0,85.49
2020-01-19,EV017,rural,cold,514.84,101683.15000000001,0.2703,160.06,48.02,0,48.02
2020-01-26,EV017,highway,cold,891.32,102574.47000000002,0.2705,277.28,33.27,0,33.27
2020-02-02,EV017,highway,cold,1911.29,104485.76000000001,0.2709,595.43,71.45,0,71.45
2020-02-09,EV017,urban,cold,635.52,105121.28000000001,0.271,198.08,49.52,0,49.52
2020-02-16,EV017,rural,cold,633.57,105754.85000000002,0.2712,197.56,49.39,0,49.39
2020-02-23,EV017,highway,cold,1901.15,107656.00000000001,0.2715,593.65,148.41,0,148.41
2020-03-01,EV017,highway,mild,1196.94,108852.94000000002,0.2718,325.29,97.59,0,97.59
2020-03-08,EV017,highway,mild,1562.88,110415.82000000002,0.2721,425.23,127.57,0,127.57
2020-03-15,EV017,rural,mild,600.25,111016.07000000002,0.2722,163.39,40.85,0,40.85
2020-03-22,EV017,highway,mild,1432.54,112448.61000000002,0.2725,390.35,97.59,0,97.59
2020-03-29,EV017,highway,mild,1875.98,114324.59000000001,0.2729,511.89,153.57,0,153.57
2020-04-05,EV017,highway,mild,1534.34,115858.93000000001,0.2732,419.14,104.78,0,104.78
2020-04-12,EV017,rural,mild,1176.51,117035.44,0.2734,321.67,96.5,0,96.5
2020-04-19,EV017,rural,mild,1197.34,118232.78,0.2736,327.65,98.29,0,98.29
2020-04-26,EV017,rural,mild,583.0,118815.78,0.2738,159.6,19.15,0,19.15
2020-05-03,EV017,urban,mild,244.93,119060.70999999999,0.2738,67.06,8.05,0,8.05
2020-05-10,EV017,highway,mild,839.44,119900.15,0.274,229.99,69.0,0,69.0
2020-05-17,EV017,rural,mild,581.94,120482.09,0.2741,159.51,19.14,200,219.14
2020-05-24,EV017,highway,mild,1425.72,121907.81,0.2744,391.19,97.8,0,97.8
2020-05-31,EV017,urban,mild,367.83,122275.64,0.2745,100.95,25.24,0,25.24
2020-06-07,EV017,urban,hot,676.9,122952.54,0.2746,204.46,61.34,0,61.34
2020-06-14,EV017,rural,hot,663.83,123616.37,0.2747,200.61,50.15,0,50.15
2020-06-21,EV017,rural,hot,813.36,124429.73,0.2749,245.94,73.78,0,73.78
2020-06-28,EV017,urban,hot,667.86,125097.59,0.275,202.04,60.61,0,60.61
2020-07-05,EV017,rural,hot,577.97,125675.56,0.2751,174.92,20.99,0,20.99
2020-07-12,EV017,urban,hot,563.09,126238.65,0.2752,170.49,51.15,0,51.15
2020-07-19,EV017,rural,hot,1062.5,127301.15,0.2755,321.94,38.63,0,38.63
2020-07-26,EV017,highway,hot,1066.44,128367.59,0.2757,323.39,80.85,0,80.85
2020-08-02,EV017,urban,hot,333.26,128700.84999999999,0.2757,101.08,12.13,0,12.13
2020-08-09,EV017,rural,hot,718.33,129419.18,0.2759,217.99,54.5,0,54.5
2020-08-16,EV017,rural,hot,1184.56,130603.73999999999,0.2761,359.79,89.95,0,89.95
2020-08-23,EV017,rural,hot,1112.23,131715.97,0.2763,338.09,101.43,0,101.43
2020-08-30,EV017,urban,hot,546.29,132262.26,0.2765,166.13,41.53,0,41.53
2020-09-06,EV017,highway,mild,949.39,133211.65000000002,0.2766,262.64,78.79,0,78.79
2020-09-13,EV017,highway,mild,1877.18,135088.83000000002,0.277,520.01,156.0,0,156.0
2020-09-20,EV017,urban,mild,589.95,135678.78000000003,0.2771,163.5,19.62,0,19.62
2020-09-27,EV017,rural,mild,1059.28,136738.06000000003,0.2773,293.79,35.25,0,35.25
2020-10-04,EV017,rural,mild,1191.23,137929.29000000004,0.2776,330.67,82.67,0,82.67
2020-10-11,EV017,highway,mild,806.85,138736.14000000004,0.2777,224.1,67.23,0,67.23
2020-10-18,EV017,urban,mild,406.78,139142.92000000004,0.2778,113.02,33.91,0,33.91
2020-10-25,EV017,urban,mild,678.63,139821.55000000005,0.278,188.63,47.16,0,47.16
2020-11-01,EV017,urban,mild,228.23,140049.78000000006,0.278,63.45,7.61,0,7.61
2020-11-08,EV017,rural,mild,629.48,140679.26000000007,0.2781,175.08,43.77,0,43.77
2020-11-15,EV017,urban,mild,201.42,140880.68000000008,0.2782,56.03,6.72,0,6.72
2020-11-22,EV017,rural,mild,758.92,141639.6000000001,0.2783,211.23,25.35,0,25.35
2020-11-29,EV017,rural,mild,862.57,142502.1700000001,0.2785,240.23,72.07,0,72.07
2020-12-06,EV017,urban,cold,324.44,142826.6100000001,0.2786,103.93,25.98,0,25.98
